benchmark,idx,class,difficulty,difficulty_score,planner_used,plan_valid,compiler_status,selected_candidate_source,fallback_used,fallback_reason,lm_calls
spider_dev,86,neutral,hard,0.65,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,87,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,88,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,89,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,90,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,91,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,92,neutral,easy,0.5,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,93,helpful,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,94,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,95,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,96,helpful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,97,neutral,hard,0.65,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,98,helpful,hard,0.65,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,99,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,100,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,101,neutral,hard,0.7,True,True,ok,planner_compiled,False,,2
spider_dev,102,neutral,hard,0.7,True,True,ok,planner_compiled,False,,2
spider_dev,103,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,104,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,105,harmful,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,106,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,107,harmful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,108,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,109,harmful,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,110,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,111,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,112,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,113,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,114,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,115,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,116,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,117,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,118,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,119,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,120,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,121,harmful,hard,0.4,True,True,ok,planner_compiled,False,,2
spider_dev,122,neutral,hard,0.4,True,True,ok,planner_compiled,False,,2
spider_dev,123,harmful,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,124,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,125,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,126,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,127,harmful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,128,harmful,hard,1.0,True,True,ok,planner_compiled,False,,2
spider_dev,129,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,130,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,131,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,132,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,133,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,134,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,135,neutral,hard,0.8,True,True,ok,planner_compiled,False,,2
spider_dev,136,neutral,hard,0.8,True,True,ok,planner_compiled,False,,2
spider_dev,137,helpful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,138,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,139,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,140,harmful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,141,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,142,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,143,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,144,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,145,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,146,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,147,helpful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,148,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,149,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,150,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,151,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,152,neutral,hard,0.55,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'number' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,153,neutral,hard,0.7,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'number' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,154,neutral,hard,0.7,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'number' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,155,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,156,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,157,helpful,hard,0.65,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,158,helpful,hard,0.65,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,159,neutral,hard,0.65,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,160,neutral,hard,0.65,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,161,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,162,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,163,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,164,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,165,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,166,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,167,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,168,neutral,hard,0.85,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'<>' is not one of ['=', '!=', '<', '<=', '>', '>=', 'in', 'not in', 'like', 'not like', 'between', 'is null', 'is not null']",2
spider_dev,169,neutral,hard,0.8,True,True,ok,planner_compiled,False,,2
spider_dev,170,neutral,hard,0.8,True,True,ok,planner_compiled,False,,2
spider_dev,171,neutral,hard,0.55,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'<>' is not one of ['=', '!=', '<', '<=', '>', '>=', 'in', 'not in', 'like', 'not like', 'between', 'is null', 'is not null']",2
spider_dev,172,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,173,neutral,hard,0.65,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,174,neutral,hard,0.65,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,175,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,176,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,177,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,178,neutral,hard,0.85,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'none' is not one of ['count', 'sum', 'avg', 'min', 'max']",2
spider_dev,179,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,180,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,181,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,182,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,183,neutral,hard,0.4,True,True,ok,planner_compiled,False,,2
spider_dev,184,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,185,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,186,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,187,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,188,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,189,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,190,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,191,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,192,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,193,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,194,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,195,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,196,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,197,neutral,hard,0.7,True,True,ok,planner_compiled,False,,2
spider_dev,198,neutral,hard,0.7,True,True,ok,planner_compiled,False,,2
spider_dev,199,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,200,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,201,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,202,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,203,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,204,harmful,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,205,harmful,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,206,harmful,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,207,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,208,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,209,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,210,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,211,harmful,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,212,harmful,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,213,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,214,helpful,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,215,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,216,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,217,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,218,harmful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,219,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,220,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,221,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,222,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,223,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,224,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,225,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,226,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,227,helpful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,228,helpful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,229,harmful,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,230,harmful,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,231,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,232,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,233,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,234,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,235,harmful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,236,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,237,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,238,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,239,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,240,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,241,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,242,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,243,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,244,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,245,helpful,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,246,helpful,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,247,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,248,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,249,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,250,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,251,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,252,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,253,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,254,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,255,neutral,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,256,neutral,hard,0.7,True,True,ok,planner_compiled,False,,2
spider_dev,257,neutral,hard,0.55,True,True,skeleton,planner_skeleton_synth,False,,3
spider_dev,258,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,259,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,260,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,261,neutral,easy,0.2,False,False,skipped,b0_anchor_easy,False,,1
spider_dev,262,harmful,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,263,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,264,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,265,harmful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,266,harmful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,267,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,268,neutral,hard,0.5,True,True,ok,planner_compiled,False,,2
spider_dev,269,helpful,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,270,helpful,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,271,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,272,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,273,neutral,hard,0.55,True,True,ok,planner_compiled,False,,2
spider_dev,274,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,275,neutral,hard,0.65,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'number' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,276,neutral,hard,0.65,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'number' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,277,harmful,hard,0.8,True,True,ok,planner_compiled,False,,2
spider_dev,278,harmful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,279,harmful,hard,0.8,True,True,ok,planner_compiled,False,,2
spider_dev,280,harmful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,281,neutral,hard,0.35,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,282,neutral,hard,0.35,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,283,harmful,hard,0.35,True,True,ok,planner_compiled,False,,2
spider_dev,284,harmful,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,285,neutral,hard,0.35,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,286,neutral,hard,0.35,True,False,skipped,b0_anchor_plan_invalid,True,"plan_invalid:jsonschema:'subquery' is not one of [None, 'int', 'float', 'string', 'date', 'column', 'list_int', 'list_string', 'tuple']",2
spider_dev,287,neutral,hard,0.65,True,True,ok,planner_compiled,False,,2
spider_dev,288,neutral,hard,0.85,True,True,ok,planner_compiled,False,,2
spider_dev,289,harmful,hard,0.5,True,True,ok,planner_compiled,False,,2
