instance_id,lane,db_id,route_reason,dialect,final_source,mode,parses,safe_select,all_known,unknown_tables_n,unknown_columns_n,has_join,has_groupby,has_subquery,executable,rows_count,error_type,judge_invoked,judge_overrode,judge_confidence,repair_used,repair_rounds,bytes_billed,bytes_processed,lm_calls,latency_ms,completion_tokens
sf_bq410,A_sf,CENSUS_BUREAU_ACS_2,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq348,A_sf,GEO_OPENSTREETMAP,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq253,A_sf,GEO_OPENSTREETMAP,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq254,A_sf,GEO_OPENSTREETMAP,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq056,A_sf,GEO_OPENSTREETMAP_BOUNDARIES,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq289,A_sf,GEO_OPENSTREETMAP_CENSUS_PLACES,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq250,A_sf,GEO_OPENSTREETMAP_WORLDPOP,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq083,A_sf,CRYPTO,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq184,A_sf,CRYPTO,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq195,A_sf,CRYPTO,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq256,A_sf,CRYPTO,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq080,A_sf,CRYPTO,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq342,A_sf,CRYPTO,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq341,A_sf,CRYPTO,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq444,A_sf,CRYPTO,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq340,A_sf,CRYPTO,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq005,A_sf,CRYPTO,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq334,A_sf,CRYPTO,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq335,A_sf,CRYPTO,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq057,A_sf,CRYPTO,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq068,A_sf,CRYPTO,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq092,A_sf,CRYPTO,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq093,A_sf,CRYPTO,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq292,A_sf,CRYPTO,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq135,A_sf,CRYPTO,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq136,A_sf,CRYPTO,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq065,A_sf,CRYPTO,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq037,A_sf,HUMAN_GENOME_VARIANTS,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq012,A_sf,ETHEREUM_BLOCKCHAIN,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq187,A_sf,ETHEREUM_BLOCKCHAIN,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq450,A_sf,ETHEREUM_BLOCKCHAIN,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
bq034,A_bq,ghcn_d,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,1,3,False,False,False,False,0,NotFound,False,False,0.0,False,0,0,0,1,4566.11,73
bq383,A_bq,ghcn_d,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,0,1,True,True,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,20640.62,338
bq051,A_bq,new_york_ghcn,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,6,4,True,True,False,False,0,Forbidden,False,False,0.0,False,0,0,0,1,31824.77,522
bq038,A_bq,new_york,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,2,1,True,True,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,16338.78,265
bq053,A_bq,new_york,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,True,0,0,True,True,True,False,0,BadRequest,False,False,0.0,False,0,0,0,1,13350.95,215
bq054,A_bq,new_york,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,0,1,False,True,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,9528.25,152
bq021,A_bq,new_york,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,False,2,0,True,True,False,False,0,InternalServerError,False,False,0.0,False,0,0,0,1,13689.65,221
bq202,A_bq,new_york_plus,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,False,0,3,False,True,False,True,1,,False,False,0.0,False,0,425721856,424869768,1,7335.45,117
bq185,A_bq,new_york_plus,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,0,1,False,False,True,False,0,BadRequest,False,False,0.0,False,0,0,0,1,10660.84,171
bq040,A_bq,new_york_plus,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,2,5,False,True,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,26828.06,434
bq098,A_bq,new_york_plus,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,True,0,0,True,True,True,False,0,InternalServerError,False,False,0.0,False,0,0,0,1,17916.39,289
bq039,A_bq,new_york_plus,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,True,0,0,True,False,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,24964.94,407
bq203,A_bq,new_york_plus,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,False,2,3,False,True,False,True,5,,False,False,0.0,False,0,10485760,19181,1,10700.75,172
bq035,A_bq,san_francisco,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,True,0,0,True,True,False,True,74,,False,False,0.0,False,0,20971520,15738960,1,6071.54,96
bq186,A_bq,san_francisco,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,False,0,1,False,True,False,True,37,,False,False,0.0,False,0,16777216,15738368,1,8043.65,128
bq081,A_bq,san_francisco_plus,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,True,0,0,True,False,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,10060.85,162
sf_bq294,A_sf,SAN_FRANCISCO_PLUS,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
bq339,A_bq,san_francisco_plus,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,False,0,2,False,True,False,True,1,,False,False,0.0,False,0,48234496,47291830,1,8849.79,141
bq400,A_bq,san_francisco_plus,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,True,0,0,True,True,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,12744.8,205
bq059,A_bq,san_francisco_plus,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,0,3,False,False,True,False,0,BadRequest,False,False,0.0,False,0,0,0,1,6142.0,97
bq376,A_bq,san_francisco_plus,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,True,0,0,True,True,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,11230.32,181
sf_bq014,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq188,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq258,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq259,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq189,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq260,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq261,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq262,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq190,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq263,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq264,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq197,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq265,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
